가식부 100g 당 (Per 100g Edible Portion),일반성분 Proximates,,,,무기질 Minerals,,,,,,,
식품명,칼로리,단백질,지방,"탄수
화물",칼슘,나트륨,철,인,칼륨,비타민 B1,비타민 B2,비타민 C
,kcal,g,g,g,mg,mg,mg,mg,mg,mg,mg,mg
,,,,,,,,,,,,
식품명,Energy,Protein,Fat,Carbohydrate,Calcium,Sodium,Iron,P,K,VitaminB1,VitaminB2,VitaminC
"고춧잎, 삶아서 말린것, 삶은것",41,4.41,0.76,6.66,590,4,2,21,53,0.029,0.097,6.06
"고춧잎, 생것",45,5.07,0.32,8.49,369,4,4.35,62,589,0.123,0.322,24.03
"곤달비, 데친것",35,1.8,0.5,7.4,207,2,5,40,279,0.08,0.17,13
"곤달비, 생것",42,1.8,0.5,9.4,197,2,6.2,47,552,0.1,0.26,44
"곤약(구약나물), 가루 ",177,3,0.1,85.3,57,18,2.1,160,3000,0,0,0
"곤약(구약나물), 국수형, 생것",6,0.2,0,3,75,10,0.5,10,12,0,0,0
"곤약(구약나물), 판형, 생것",6,0.12,0.01,3.06,67,2,0.11,3,13,0,0.09,0.1
"골든세이지, 말린것",385,1.6,9.3,73.6,745,60,8.5,240,3430,0.46,1.86,111
"곰취, 데친것",35,3.28,0.64,6.09,133,1,1.02,42,444,0.044,0.346,11.63
"곰취, 생것",32,3.04,0.49,5.77,135,2,1.6,38,529,0.006,0.334,7.97
"곰취, 야생, 말린것",307,5.1,4.9,71.1,45,0,2.1,31,0,0.3,0.08,5
"곰취, 재배, 말린것",306,8,4.7,69.2,42,0,1.5,24,0,0.26,0.12,7
곰탕,83,10,4.3,1,7,118,6.8,33,41,0,0.21,0
"곰피, 가루 ",129,10,1.4,51.4,0,0,0,0,0,0,0,0
"곰피, 말린것",141,12.9,1.3,54.7,921,0,20.6,93,0,0.18,0.14,0
"공심채, 데친것",21,2.2,0.1,4.1,90,16,1,40,270,0.06,0.1,6
"공심채, 생것",17,2.2,0.1,3.1,74,26,1.5,44,380,0.1,0.2,19
"곶감, 말린것",214,1.93,0.08,57.45,14,1,0.62,69,551,0.009,0.243,2.67
과당,368,0,0,99.9,0,0,0,0,0,0,0,0
과일채소 음료,39,0.86,0.05,8.66,20,54,0.31,30,330,0.024,0.071,3.37
"과일채소 음료, 녹즙, 케일, 신선초, 당근, 돌미나리",28,0.99,0.11,5.67,95,27,0.24,25,165,0.053,0.083,3.26
"과자, 건빵",419,9.92,8.67,75.37,23,457,1.55,144,177,0.287,0.372,0.17
"과자, 김전병",420,6.7,6.9,82.8,15,150,0.6,108,76,0.11,0.05,0
"과자, 대추꿀약과",428,4.5,16.3,65.7,8,18,0.3,46,65,0.05,0.02,0
"과자, 마카로니 과자, 튀긴것",457,11.5,13.96,71.28,24,497,1.81,127,160,0.029,0.059,0
"과자, 만주, 밤",330,6.35,2.39,70.86,43,158,1.48,133,78,0.037,0.322,0.37
"과자, 모나카",346,3.35,0.29,82.62,21,64,1.29,47,89,0.06,0.31,0
"과자, 바닐라 웨하스",521,4.1,26.9,65.6,33,131,0.5,72,100,0.08,0.07,0
"과자, 비스킷, 소프트",489,5.7,24.93,60.34,184,227,3.27,113,107,0.603,0.154,0.05
"과자, 비스킷, 하드",534,6.68,28.58,62.63,42,481,6.99,92,111,1.084,0.653,0.03
"과자, 뻥튀기, 원반 모양, 팽화",383,11.06,1.07,82.29,21,112,0.81,76,135,0,0.034,0
"과자, 사과파이",471,5.5,21,64.98,11,207,0.41,58,60,0.065,0.065,5.25
"과자, 스넥, 새우",494,6.04,22.77,66.32,137,577,1.14,84,91,0.136,0.02,0
"과자, 스넥, 옥수수",520,5.25,26.27,65.73,163,420,1.01,41,81,0,0.013,0
"과자, 약과",422,3.8,13.3,71.7,5,34,2.6,42,47,0.06,0.09,0
"과자, 와플 ",291,7.9,14.1,32.9,255,511,2.31,190,159,0.263,0.347,0.4
"과자, 잼 와플",287,4.8,4.2,57.3,53,51,0.5,84,130,0.05,0.11,5
"과자, 전병",398,7.5,3.5,84,25,130,0.9,93,110,0.04,0.1,0
"과자, 초코볼",501,4.3,22.5,70.2,119,54,2,119,258,0.06,0.12,0
"과자, 초코파이",428,4.29,15.57,67.59,132,224,5.2,97,135,0.085,0.152,0
"과자, 커스터드 크림 와플",252,7.3,7.9,38.1,95,65,0.8,150,160,0.08,0.19,1
"과자, 쿠키, 땅콩버터",493,8.36,20.87,67.97,17,346,0.84,112,145,0,0.06,0.29
"과자, 쿠키, 버터",512,6.37,24.52,66.47,28,226,0.84,87,91,0.088,0.103,0.04
"과자, 쿠키, 초코칩",494,5.92,20.55,71.38,39,312,1.59,110,196,0.031,0.122,0.24
"과자, 쿠키, 통밀",471,6.48,17.17,72.73,17,652,0.64,83,123,0.127,0.042,0.23
"과자, 크랙커",513,7,27.8,58.8,136,634,1.8,239,44,0.05,0.25,0
"과자, 크랙커, 땅콩샌드",524,7.66,26.24,64.23,35,195,0.76,128,191,0.296,0.223,0.08
"과자, 크랙커, 채소",506,7.38,22.62,68.26,65,394,0.76,142,121,0.242,0.049,0
"과자, 크랙커, 치즈샌드",497,6.08,22.23,68.24,53,539,0.66,113,128,0.311,0.103,0.08
"과자, 피칸파이",360,8,17.2,43.2,44,90,1.4,128,121,0.05,0.04,0
"괴도라치, 생것",74,17.2,0.1,0,84,0,0.6,216,0,0.06,0.1,1
"구기자, 순, 재래종, 생것",50,6.27,1.08,7.05,10,2,1.58,102,551,0.077,0.274,15.82
"구기자, 열매, 재래종, 생것",69,4.5,2.04,10.23,5,1,0.83,66,601,1.112,0.046,31.82
"구기자, 잎, 재래종, 생것",56,6.33,1.57,7.77,572,8,2.32,68,690,0.127,0.399,10.22
"구기자차, 말린것",384,14.6,10.7,57.2,49,162,14.7,259,2161,0.82,0.34,11
"구아바 주스, 과즙 음료(10%)",51,0.1,0.1,12.3,3,7,0.1,2,28,0,0,9
"구아바, 넥타, 과육 20%",51,0.1,0.1,12.3,3,4,0.2,3,49,0,0.01,19
"구아바, 생것",38,0.6,0.1,9.9,8,3,0.1,16,240,0.03,0.04,220
"구절초차, 말린것",345,11.1,1.3,72.1,843,46,3.4,440,2897,0.85,0.81,0
"구즈베리, 생것",52,1,0.1,13.2,14,1,1.3,24,200,0.02,0.02,22
"국수, 생것",291,7.25,0.87,60.09,13,395,0.4,49,93,0.056,0,1.02
"국수, 소면, 말린것",370,10.36,1.27,74.86,19,1274,0.82,96,125,0.115,0.079,0.34
"국수, 소면, 말린것, 삶은것",126,3.55,0.48,25.31,7,68,0.28,26,5,0,0,0.08
"국수, 우동, 생것",164,3.33,1.25,33.09,10,142,0.17,21,16,0.088,0.007,0
"국수, 우동, 생것, 삶은것",139,2.95,0.46,29.12,8,78,0.14,17,8,0.071,0.007,0
"국수, 중국국수, 말린것",356,10.3,5.2,67.1,110,2700,0.8,110,260,0.21,0.04,0
"국수, 중국국수, 말린것, 삶은것",148,5.2,0.6,28.6,11,200,0.5,36,10,0.02,0.02,0
"국수, 중국국수, 생면",281,8.6,1.2,55.7,21,410,0.5,66,350,0.02,0.02,0
"국수, 중국국수, 생면, 삶은것",149,4.9,0.6,29.2,20,70,0.3,29,60,0.01,0.01,0
"국수, 중국국수, 증숙, 생것",198,5.3,1.7,38.4,9,170,0.3,100,86,0.01,0.01,0
"국수, 중면, 말린것",366,10.4,1.21,73.94,18,1284,0.75,88,150,0.076,0.088,0.38
"국수, 중면, 말린것, 삶은것",120,3.55,0.4,24.04,8,88,0.26,24,8,0.013,0.006,0.04
"국수, 쫄면, 말린것",348,9.16,1.08,71.29,19,1697,0.57,73,123,0.022,0.006,0
"국수, 칼국수, 반건조",281,6.4,1.4,57.5,15,1768,1.4,54,100,0.08,0.02,0
"국수, 칼국수, 생것",303,7.25,0.87,63.02,15,327,0.41,50,93,0.035,0,0.25
"국수, 칼국수, 생것, 삶은것",140,3.49,0.43,28.98,6,47,0.13,17,11,0,0,0.06
"국화꽃, 데친것",23,1,0,5.7,16,1,0.5,20,140,0.06,0.07,5
"국화꽃, 말린것",292,11.6,0.2,73.5,160,14,11,250,2500,0.73,0.89,10
"국화꽃, 생것",27,1.4,0,6.5,22,2,0.7,28,280,0.1,0.11,11
"국화차, 말린것",358,14.5,2.3,69.9,753,54,10.3,420,2734,0.86,0.99,0
"군소, 생것",36,5.8,1,0.5,109,0,1.7,53,0,0.02,0.04,1
"군소, 풍선군소, 생것",43,7.7,0.9,0.5,117,0,2.2,69,0,0.03,0.05,1
"군평선이, 생것",103,18.5,2.6,0.2,50,0,1.1,180,0,0.15,0.2,1
굴 소스,219,2.49,0.05,52.08,12,4608,0.26,56,138,0.009,0.483,0
"굴, 냉동",95,10,3.6,5.1,3,0,0,0,0,0.3,0.2,5
"굴, 석굴, 생것",63,8.9,1.2,3.7,43,232,3.9,125,259,0.13,0.18,5
"굴, 참굴(양식), 생것",86,10.5,2.4,5.1,84,0,3.8,150,0,0.2,0.28,3
"굴, 참굴, 생것",81,9.66,2.19,5.27,428,480,8.72,159,322,0.22,0.124,0
"굴, 토굴, 생것",80,10.2,1.8,5.3,123,0,3.4,92,0,0.2,0.3,4
"굴, 통조림",87,14.7,2.7,0,37,378,3.3,108,162,0.65,0.09,0
"굴, 튀긴것(튀김옷)",199,8.77,12.58,11.62,62,417,6.95,159,244,0.15,0.202,3.8
"굴, 훈제통조림",301,13.9,24.4,5.6,20,600,4.1,118,150,0.05,0.09,0
"굴젓, 어리굴젓, 염절임",92,8.6,2.7,8.1,196,2374,8.8,140,213,0.11,0.2,1
"귀리, 겉귀리, 도정, 생것",373,11.4,3.7,73.5,16,2,6.6,175,574,0.13,0.21,0
"귀리, 쌀귀리, 도정, 생것",371,14.3,3.8,70.4,18,3,7,183,385,0.15,0.46,0
"귀리, 오트밀",382,13.2,8.2,64.9,60,4,5.8,381,383,0,0.07,0
"귤 주스, 무가당",44,0.3,0.1,11.6,11,2,0.1,7,85,0.13,0.04,40
"귤 주스, 무가당, 캔",47,0.6,0.2,12,11,12,0.2,8,34,0.09,0.03,25
"귤 주스, 천연과즙",39,0.2,0.1,10.4,4,13,0,8,38,0.03,0.06,46
"귤, 만감류, 천혜향, 생것",41,0.82,0.08,10.56,13,1,0.13,15,149,0.172,0.033,59.91
"귤, 만감류, 한라봉, 생것",50,0.99,0.11,12.8,11,1,0.11,17,154,0.127,0.029,52.94
"귤, 온주밀감, 생것",39,0.53,0.1,10.04,13,2,0.12,12,101,0.175,0.024,30.69
"귤, 잼",309,1,0,76.2,17,0,0.7,2,0,0.02,0.03,1
"귤, 통조림",64,1.2,0.2,16.2,10,3,0.7,7,114,0.07,0.02,18
"근대, 데친것",20,1.79,0.2,3.95,61,138,0.46,32,467,0,0.064,0
"근대, 생것",18,1.78,0.2,3.28,49,173,0.53,34,562,0.094,0.108,4.8
"금귤, 생것",73,1.19,0.13,18.77,37,5,0.33,16,226,0.002,0.085,28.89
기능성음료,56,0,0.01,13.89,0,30,0,0,8,0,1.623,500
"기러기알, 삶은것",212,13.1,14.9,4,77,138,2.6,217,132,0.07,0.38,0
"기러기알, 생것",193,12.3,13.9,2.4,78,143,3.3,249,106,0.13,0.33,0
"기름종개, 생것",106,17.5,3.3,0.5,672,0,2.7,535,0,0.07,0.18,2
"기장, 도정, 생것",360,11.2,1.9,74.6,15,6,2.8,226,233,0.42,0.09,0
"기장, 찰기장, 도정, 생것",365,12.46,3.09,71.91,8,2,2.71,286,203,0.417,0.078,0
"김, 김밥용김, 말린것",179,42.3,4.7,36.5,300,258,10.6,703,3117,0.79,3.62,157
"김, 돌김, 말린것",165,35.5,1.7,43.3,412,0,18.6,472,0,1.15,2.7,71
"김, 맛김, 조미, 구운것",307,37.69,49.23,4.82,174,1299,5.78,368,1328,0.02,1.335,78.11
"김, 조선김, 말린것",163,41.8,1.5,36.4,265,859,15.3,690,2773,0.65,1.13,16
"김, 참김, 구운것",174,43.3,0.9,41.7,257,491,18.3,570,2931,0.31,5.63,106
"김, 참김, 말린것",165,38.6,1.7,40.3,325,1294,17.6,762,3503,1.2,2.95,93
"김, 참김, 생것",12,3.3,0.4,2,490,144,4.5,474,2208,0,0,0
"김, 초밥김, 말린것",151,32.7,0.8,40.9,196,120,17.6,49,2520,0.4,3.36,21
김밥,158,3.6,3.2,28.8,30,417,5.1,60,95,0.08,0.12,0
"김밥, 김치 김밥",138,4.4,2.6,24.3,31,458,6.8,58,125,0.05,0.57,0
"김밥, 샐러드 김밥",162,3.8,5.4,24.6,26,364,4.9,56,102,0.03,0.17,0
"김밥, 소고기 김밥",161,6.4,3.9,25,28,424,6.8,76,122,0.02,0.21,0
"김밥, 참치 김밥",167,5.8,5.1,24.5,25,346,5,64,108,0.19,0.21,0
"김치, 갓 김치",37,3.26,0.4,7.07,103,720,0.83,49,328,0.108,0.34,1.65
"김치, 고들빼기",88,4.1,2.7,11.9,115,2231,4.1,70,164,0.31,0.15,11
"김치, 깍두기",38,1.43,0.19,7.54,41,501,0.33,25,249,0.049,0.063,0.82
"김치, 나박 김치",7,0.34,0.07,1.27,12,421,0.1,12,88,0.045,0.03,3.5
"김치, 동치미",8,0.33,0.01,1.77,10,533,0.07,8,82,0.02,0.013,2.32
"김치, 배추 김치",25,1.4,0.2,4.4,64,232,0.8,39,196,0.09,0.06,7
"김치, 배추 김치, 가을 재배",37,1.85,0.54,6.1,50,548,0.51,50,313,0.08,0.071,3.15
"김치, 배추 김치, 봄 재배 ",39,2.22,0.67,5.95,53,626,0.56,56,430,0.032,0.167,4.04
"김치, 배추 김치, 여름 재배",38,1.84,0.49,6.56,51,606,0.45,52,324,0.043,0.079,3.64
"김치, 백김치",16,0.95,0.07,3,35,395,0.24,29,187,0.016,0.04,15.98
"김치, 얼갈이배추 김치",30,1.88,0.58,4.37,125,581,0.39,53,201,0.016,0.039,5.36
"김치, 열무 김치",32,2.4,0.29,4.99,134,510,0.68,42,349,0.028,0.177,1.6
"김치, 열무 물김치",18,1.41,0.07,2.91,32,493,0.21,13,103,0.028,0.041,3.88
"김치, 오이 소박이",37,1.76,0.37,6.66,29,302,0.57,40,283,0.077,0.099,0.89
"김치, 유채 김치",62,3.5,0.8,10.1,67,926,0,77,464,0.2,0.23,56
"김치, 유채 물김치",17,1,0.1,3,37,452,0,23,112,0.08,0.04,19
"김치, 총각 김치",41,2.02,0.2,7.89,42,692,0.67,46,364,0.013,0.076,1.65
"김치, 파 김치",49,2.5,0.58,8.51,60,655,0.73,41,282,0.051,0.114,2.22
김치찌개,61,3.8,3.8,3,38,491,3.8,53,160,0.27,0.2,0
"까나리, 삶아서 말린것",245,43.1,6.1,1.5,740,2800,6.6,1200,810,0.27,0.18,0
"까나리, 생것",113,16,4.8,0.3,338,120,13.3,361,310,0.12,0.16,1
깐풍기,295,13.1,18.5,18.9,29,329,18.5,135,214,0.03,0.18,0
"깨소금, 가루, 볶은것",638,18.1,56.7,13.7,1223,0,19,640,0,0.51,0.14,0
"깨죽, 끓인것",64,1.7,2,9.9,50,145,2,33,28,0.09,0.06,0
"꺽저기, 생것",93,19.5,1,0.1,18,0,1.1,227,0,0.14,0.1,1
"껌, 무설탕",268,0,0.4,94.8,20,7,0,0,0,0,0,0
"껌, 츄잉껌",388,0,0,96.9,3,3,0.1,0,3,0,0,0
"껌, 풍선껌",387,0,0,96.7,3,3,0.1,0,4,0,0,0
"꼬깔나물, 말린것",285,24.3,4.7,52.2,84,0,2.1,122,0,0.03,0.07,1
꼬리곰탕,110,14.6,5.4,0.7,18,109,7.1,37,37,0.01,0.25,0
"꼬막, 새꼬막, 생것",74,12.29,1.11,2.87,68,419,3.75,124,180,0.03,0.05,0
"꼬막, 생것",63,12.6,0.3,1.6,83,0,6.8,136,0,0.03,0.24,3
"꼬시래기, 생것",17,1.8,0.2,6.2,630,75,6.9,35,42,0.02,0.2,9
"꼬치고기, 생것",97,20.5,0.8,0.7,17,0,0.9,199,0,0.13,0.1,1
"꼴뚜기, 불똥꼴뚜기, 삶은것",104,17.7,2.9,0.4,22,240,1.1,200,240,0.2,0.3,0
"꼴뚜기, 불똥꼴뚜기, 생것",91,14.4,3,0.6,9,170,5,274,290,0.15,0.2,0
"꼴뚜기, 불똥꼴뚜기, 조린것",260,27,6.7,22.9,26,1200,2.7,270,96,0.09,0.21,0
"꼴뚜기, 불똥꼴뚜기, 조미훈제",325,43.1,7.5,21.3,55,1500,10,650,240,0.4,0.5,0
"꼴뚜기, 삶아서 말린것",285,51.3,6.6,1.7,505,1060,4.4,818,532,0.35,0.48,1
"꼴뚜기, 생것",78,13.6,1.8,1,48,152,1,166,244,0.02,0.1,0
"꼴뚜기, 창꼴뚜기, 생것",70,14.7,0.5,0.8,22,0,0.9,239,0,0,0,0
"꼴뚜기젓, 양념, 염절임",115,9.6,1.8,14.8,30,1687,0.5,139,232,0.14,0.06,4
"꼴뚜기젓, 염절임",88,16,2,0.3,110,1436,5.6,239,204,0.09,0.12,0
"꼼치, 생것",71,16.4,0.1,0,11,0,0.5,126,0,0,0,0
"꽁치, 구운것",270,23.9,17.9,0.2,37,130,1.7,220,260,0,0.3,0
"꽁치, 말린것",175,22.7,8.6,0,33,0,17.5,420,0,0,0,0
"꽁치, 생것",141,22.7,4.7,0.4,42,80,1.7,241,150,0.02,0.28,1
"꽁치, 염장",175,20.1,9.8,0.2,26,4300,8,144,190,0.04,0.11,0
"꽁치, 조미통조림",183,19,10.3,2.4,286,500,8,215,150,0.09,0.14,0
"꽃양배추(콜리플라워), 데친것",26,2.4,0.47,4.62,15,13,0.43,63,377,0.055,0.101,30.42
"꽃양배추(콜리플라워), 생것",27,2.17,0.48,4.84,14,13,0.33,62,403,0.212,0.101,33.44
"꾸지뽕, 열매, 생것",74,1.74,2.16,13.82,36,0,0.21,36,365,0.725,0.138,19.79
"꾸지뽕, 잎, 말린것",282,18.25,1.4,63.3,1574,4,11.5,530,2114,0.772,1.997,164.19
"꾸지뽕, 잎, 삶은것",61,3.93,0.51,13.15,415,1,1.74,101,312,0.055,0.263,54.87
"꾸지뽕, 잎, 생것",85,5.06,0.51,19.18,595,7,1.74,139,618,0.083,0.752,29.3
꿀,294,0.2,0,79.7,1,6,1,4,18,0,0.01,0
"꿀, 들깨",292,0.4,0,79,0,9,0,0,38,0.02,0.01,0
"꿀, 밤",314,0.45,0.02,84.91,18,1,0.25,8,248,0,0.516,0.08
"꿀, 싸리",315,0.3,0,85.4,0,0,0,0,0,0.01,0.01,0
"꿀, 아카시아",319,0.12,0,86.49,3,0,0.02,3,20,0,0.403,0
"꿀, 잡화",318,0.26,0.02,86.05,7,1,0.11,9,156,0,1.519,0
"꿀, 토종",313,0.38,0.02,84.73,10,1,0.14,8,203,0,1.417,0
"꿀풀(하고초), 말린것",309,8.2,4,71.6,996,10,20.9,279,2232,0.47,0.76,5
"꿀풀(하고초), 생것",48,1.6,0.2,11.9,160,3,21.3,61,836,0.1,0.19,5
"꿩고기, 숫꿩, 생것",125,27.5,0.8,0,6,70,1.3,281,469,0.08,0.18,0
"꿩고기, 암꿩, 생것",122,27.2,0.6,0,6,0,1.5,269,0,0.07,0.17,0
"나도팽나무버섯, 말린것",182,23.6,0.5,66.1,25,64,15.8,740,2780,0.94,1.86,246
"나도팽나무버섯, 생것",16,2.4,0,5.7,6,14,1.2,63,263,0.19,0.2,47
나토,200,16.5,10,12.1,90,2,3.3,190,660,0.07,0.56,0
"낙지, 생것",59,12.99,0.43,0,26,479,1.48,166,237,0.03,0,0
"낙지, 세발낙지, 생것",55,11.5,0.6,0.1,15,227,0.5,149,273,0.04,0.05,0
"낙지젓, 염절임",160,10,1.36,27.09,54,1363,2.35,105,232,0.093,0.103,0
난자완스,173,10.8,10.2,9.6,17,352,11.4,94,158,0.1,0.23,0
"날개콩, 미숙, 생것",36,1.9,0.2,6.5,40,0,1.4,27,0,0.06,0.11,17
"날치 부산물, 알, 생것",96,10.2,2.2,8.3,14,1305,1.2,102,29,0.02,0.01,1
"날치, 생것",100,22.2,0.5,0.1,20,0,0.9,175,0,0.02,0.11,0
"날치, 염장",124,26.4,1.3,0,0,4,240,81,0,0,0,0
"납지리, 생것",86,17.5,1.2,0.1,51,0,1.2,218,0,0.09,0.12,2
내장탕,78,7.8,4.3,1.9,26,334,11,46,72,0.04,0.3,0
"냉면, 물냉면",69,2,0.5,14.1,12,327,2.1,22,42,0.11,0.09,0
"냉면, 비빔냉면",114,3.6,1.1,22.3,19,303,6.2,40,97,0.1,0.12,0
"냉면, 열무냉면",66,2.6,0.7,12.2,22,394,4.7,28,79,0.17,0.09,0
"냉면, 회냉면",114,3.2,1.4,22.2,47,276,7,48,115,0.13,0.17,0
"냉이, 데친것",49,5.09,0.5,9.19,192,4,9.74,100,180,0,0.322,35.8
"냉이, 생것",41,4.23,0.27,8.06,193,5,13.24,90,271,0.07,0.318,24.29
"넘취, 데친것",29,1.6,0.2,6.6,166,3,1.8,41,224,0.03,0.28,12
"넘취, 생것",35,1.9,0.3,7.9,174,2,4.5,83,648,0.04,0.64,33
"넙치(광어) 부산물, 껍질, 생것",168,29.3,4.7,0,15,0,7.7,268,0,0,0,0
"넙치(광어), 생것",125,22.36,3.28,0,61,49,0.45,274,465,0.09,0.12,0
"네동가리, 생것",83,19.2,0.1,0.1,40,0,0.6,283,0,0.15,0.2,0
"노랑촉수, 생것",238,7.1,19.5,8.3,65,0,1.4,41,0,0.23,0.01,0
"노래미, 생것",90,17.5,1.3,0.8,42,0,2.9,246,0,0.12,0.09,1
"노래미, 줄노래미, 생것",86,17.5,1.2,0,67,0,1.8,239,0,0.05,0.1,0
"노래미, 쥐노래미, 생것",119,21,3,0.5,26,0,0.3,191,0,0.2,0.24,1
"노루궁뎅이버섯, 말린것",179,24.5,3.2,57.8,41,57,13.4,1141,5512,5.91,4.07,225
"노루궁뎅이버섯, 생것",13,2.57,0.41,2.89,1,2,0.76,71,362,0.242,0.257,0
"녹두 국수, 말린것",356,0.2,0.4,87.5,20,14,0.5,10,13,0,0,0
"녹두 빈대떡, 가루 ",347,20.7,1.2,63.4,55,723,4.2,514,1004,0.19,0.15,0
"녹두 빈대떡가루, 반죽",98,6.2,0.6,17,23,15,1.3,88,210,0.15,0.03,6
"녹두, 말린것",352,24.51,1.52,60.15,100,1,4.11,441,1420,0.156,0.358,5.29
"녹두, 삶은것",158,11.29,0.67,26.66,47,2,2,225,460,0.037,0.118,0
녹두묵,40,0.12,0.03,9.81,5,92,0.04,2,4,0.004,0,0.03
"녹색완두, 미숙, 데친것",110,8.3,0.2,18.5,32,3,2.2,80,340,0.29,0.14,16
"녹색완두, 미숙, 생것",93,6.9,0.4,15.3,23,1,1.7,120,340,0.39,0.16,19
"녹색완두, 미숙, 통조림",98,3.6,0.4,19.7,33,330,1.8,82,37,0.04,0.04,0
"녹차, 가루",379,22.37,2.47,66.91,717,23,8.42,279,1471,0.929,2.18,0
"녹차, 인동녹차, 말린것",329,16.8,1,63.3,421,26,12.2,233,1989,1.3,3.23,67
"녹차, 잎, 말린것",388,26.66,2.73,64.17,340,10,8.97,402,0,1.675,1.666,0
"녹차, 장군차, 말린것",361,28,1,59.9,403,9,9.5,466,2226,0.49,2.39,53
"녹차, 추출",2,0.05,0,0.4,1,0,0.01,2,33,0.023,0.017,1.61
"녹차, 현미, 추출",1,0.02,0,0.15,0,1,0.01,1,13,0,0.027,0.68
"녹차, 현미, 티백",377,11.72,2.28,77.42,165,21,3.32,281,671,0.452,0.924,32.15
"놀래기, 사랑놀래기, 생것",104,20.3,1.9,0,35,0,1.5,216,0,0.11,0.14,0
"놀래기, 생것",107,19.2,2.8,0,34,0,1.1,221,0,0.1,0.13,0
"놀래기, 용치놀래기, 생것",86,19.3,0.2,0.4,37,0,2.6,245,0,0.12,0.15,1
"놀래기, 황놀래기, 생것",98,18.9,1.9,0.1,34,0,1.1,156,0,0.05,0.1,1
"농어, 구운것",124,23.63,2.56,0,13,87,0.37,248,328,0.13,0.15,0
"농어, 생것",96,18.2,1.9,0.2,58,108,1.5,196,390,0.18,0.13,1
"농어, 점농어, 생것",127,18.5,5.2,0.4,69,0,0.7,275,0,0,0,0
"누룩치, 말린것",280,12.9,1.2,66.9,538,41,9.4,244,902,0.35,1.29,30
"누룩치, 삶아서 말린것",290,15.3,1.4,67.4,629,54,7.3,181,496,0.3,0.65,55
"누룩치, 잎, 데친것",38,1.4,0.4,8.8,258,2,2.1,79,286,0.03,0.12,10
"누룩치, 잎, 생것",72,2.3,0.5,17.3,341,2,3.7,190,871,0.08,0.42,73
"누룩치, 줄기, 데친것",25,0.2,0.1,6.6,179,4,0.2,36,276,0.02,0.05,13
"누룩치, 줄기, 생것",31,0.2,0.2,8.1,172,1,1.8,68,774,0.03,0.09,21
"누리장나무잎, 생것",65,4.5,1,12.7,0,0,0,0,0,0,0,0
"누에, 번데기, 말린것",224,22.3,13.3,3.7,70,12,2.6,232,321,0.08,0,0
"누에, 번데기, 통조림",99,9.6,6.7,0,33,404,1.2,91,59,0.09,0.8,0
"누에, 유충, 가루 ",482,50.85,26.53,10.06,109,79,5.23,498,756,2.866,1.838,0
"누치, 생것",104,17.3,3,0.8,29,0,1,217,0,0.16,0.08,2
"눈볼대, 생것",143,22.3,5.3,0,29,0,0.3,199,0,0.12,0.1,1
"눈퉁멸, 생것",136,18.5,6.2,0.4,55,0,1.5,187,0,0.1,0.32,1
"눈퉁멸, 포, 말린것",342,58.6,5.4,11.1,108,0,29.4,1,0,0,0,0
"느타리버섯, 노랑느타리버섯, 생것",16,2.5,0.1,5.3,7,20,2.8,85,275,0.21,0.18,1
"느타리버섯, 데친것",21,3.26,0.23,6.51,2,3,0.68,107,220,0.038,0.132,0
"느타리버섯, 분홍느타리버섯, 생것",24,4.1,0,8.1,4,11,2,146,255,0.52,0.22,0
"느타리버섯, 생것",15,2.6,0.14,4.7,0,2,0.78,100,256,0.134,0.15,0.21
"느타리버섯, 여름느타리버섯, 생것",21,4.4,0.1,6,5,17,1.4,142,346,0.33,0.26,4
"느타리버섯, 참타리버섯, 데친것",20,3.9,0,6.1,3,7,1,86,202,0.15,0.16,3
"느타리버섯, 참타리버섯, 생것",16,2.6,0,5.3,3,5,0.9,68,245,0.2,0.21,4
"느타리버섯, 청느타리버섯, 생것",18,3.9,0,5.2,2,9,1.1,107,308,0.31,0.11,1
"느티만가닥버섯, 데친것",21,2.7,0.35,7.05,3,1,0.44,86,236,0.087,0.142,0
"느티만가닥버섯, 생것",21,2.66,0.21,7.52,1,1,0.51,89,341,0.181,0.237,0.72
"는쟁이냉이, 생것",28,2.5,0.3,5.4,47,0,3.9,86,0,0.04,0.12,19
"능성어, 생것",93,18.8,1.3,0.3,29,0,1,194,0,0.18,0.22,1
"능이버섯(향버섯), 생것",17,2.2,0.1,5.9,2,12,2.1,39,334,0.36,0.24,0
"다금바리, 생것",100,19.3,1.9,0.1,68,102,1.4,214,363,0.08,0.25,1
"다랑어, 참다랑어, 구운것",184,29.91,6.28,0,10,50,1.31,326,323,0.278,0.306,0
"다랑어, 참다랑어, 냉동",114,24.5,1,0.1,8,40,1.5,220,359,0.07,0.1,1
"다랑어, 참다랑어, 붉은살, 생것",125,26.4,1.4,0.1,5,49,1.1,270,380,0.1,0.05,2
"다랑어, 참다랑어, 생것",175,23.99,8.09,0,27,62,1.98,235,332,0,0.1,0
"다랑어, 참다랑어, 유지통조림",191,22.31,10.6,0,8,157,0.9,198,247,0.013,0.071,0.34
"다랑어, 참다랑어, 지방육, 생것",344,20.1,27.5,0.1,7,71,1.6,180,230,0.04,0.07,4
"다랑어, 황다랑어, 생것",115,23.9,1.3,0.2,19,0,1.6,282,0,0.09,0.14,2
"다래, 생것",67,1.6,0.4,16.2,57,2,0.5,39,307,0.05,0.04,35
